batchId,cultivar,maturationIndex,moistureContent,oilContent,defectIndex,malaxationTemperature,malaxationTime,waterFlowRate,waterToPasteRatio,yieldPercentage,totalPhenols,freeAcidity,peroxideValue,k232,k270,deltaK,fruity,bitter,pungent,isEvooCompliant
batch819,Galega,3.31,56.68,16.3,0.07,21.1,36.7,0.62,13.5,12.28,289.42,0.36,2.57,1.34,0.14,0.0057,4.4,2.6,3.8,True
batch820,Picual,3.12,49.09,16.11,0.33,23.9,53.1,2.56,12.4,11.19,231.28,0.83,7.97,1.68,0.18,0.0094,4.6,2.3,2.9,False
batch821,Cobrançosa,3.54,57.59,17.72,0.17,21.1,45.5,0.21,2.1,12.41,321.87,0.55,4.65,1.49,0.16,0.0065,4.7,3.3,3.9,True
batch822,Arbequina,2.92,45.69,16.11,0.67,30.2,53.2,2.98,6.1,9.83,295.14,1.33,11.56,1.91,0.24,0.0123,3.2,3.0,3.5,False
batch823,Cobrançosa,3.4,53.32,18.91,0.1,28.7,49.0,1.44,14.7,16.98,258.26,0.44,9.69,1.75,0.13,0.0063,4.4,2.7,3.5,True
batch824,Picual,4.09,49.9,15.49,0.04,20.6,40.5,0.15,4.6,12.31,310.22,0.28,3.79,1.35,0.14,0.0035,4.3,3.3,4.0,True
batch825,Galega,3.77,55.97,15.52,0.31,23.7,28.9,0.39,10.1,12.15,362.13,0.66,2.92,1.41,0.17,0.0076,4.7,3.7,4.1,False
batch826,Arbequina,2.94,56.28,17.89,0.33,20.8,31.6,1.32,4.3,11.55,409.23,0.7,2.0,1.35,0.17,0.0095,4.3,4.2,5.0,False
batch827,Picual,4.38,48.43,19.66,0.25,23.2,29.0,2.06,12.3,16.54,311.37,0.59,2.46,1.31,0.16,0.006,4.8,3.0,3.7,False
batch828,Picual,3.14,54.64,16.96,0.18,26.3,35.3,1.29,4.9,14.8,416.06,0.5,4.06,1.43,0.14,0.0082,4.6,4.5,4.6,True
batch829,Cobrançosa,4.27,50.91,15.62,0.11,31.3,27.2,1.6,6.0,12.92,381.26,0.36,5.63,1.48,0.14,0.0044,2.7,3.9,4.8,True
batch830,Galega,3.47,53.35,18.3,0.07,21.3,50.2,1.36,0.3,13.52,315.17,0.42,5.56,1.48,0.13,0.0074,4.7,3.0,4.1,True
batch831,Galega,3.46,52.86,14.96,0.19,22.4,28.8,1.53,11.8,11.83,350.87,0.49,2.0,1.38,0.15,0.0072,4.9,3.2,4.3,True
batch832,Cobrançosa,2.91,56.66,18.69,0.16,27.7,30.5,0.75,8.3,16.69,439.5,0.43,4.3,1.47,0.14,0.0061,4.8,4.4,5.4,True
batch833,Cobrançosa,3.26,52.67,20.46,0.16,28.7,40.6,0.29,10.0,18.72,348.33,0.49,7.1,1.62,0.15,0.007,4.5,3.5,4.0,True
batch834,Picual,4.41,49.24,17.15,0.26,22.8,38.2,2.48,7.3,13.9,296.15,0.62,4.77,1.48,0.16,0.0069,4.6,2.6,3.5,False
batch835,Arbequina,1.89,51.52,20.3,0.44,30.2,31.2,2.67,12.0,15.71,442.79,0.89,5.73,1.62,0.2,0.0068,3.6,4.1,5.1,False
batch836,Cobrançosa,3.51,53.13,14.62,0.03,20.4,39.7,0.48,4.6,10.54,333.6,0.3,2.83,1.39,0.14,0.0059,4.2,3.4,3.9,True
batch837,Cobrançosa,2.28,46.52,21.41,0.26,26.3,31.8,1.93,10.2,18.96,420.57,0.61,4.53,1.5,0.17,0.0079,4.4,4.3,5.1,False
batch838,Galega,3.0,53.78,15.63,0.15,20.5,47.3,1.5,11.0,11.22,257.83,0.5,5.62,1.56,0.14,0.0075,4.6,2.5,3.0,True
batch839,Picual,2.33,45.76,15.78,0.59,27.3,45.2,1.67,4.3,12.1,372.68,1.18,7.08,1.6,0.21,0.0093,4.8,3.7,4.3,False
batch840,Arbequina,4.12,55.32,14.01,0.12,22.9,44.8,2.88,9.7,11.65,263.92,0.46,5.93,1.5,0.12,0.0062,4.4,2.8,3.3,True
batch841,Galega,2.8,56.57,21.71,0.37,26.1,49.3,1.85,5.5,16.27,318.15,0.87,7.51,1.66,0.19,0.009,5.0,3.0,3.9,False
batch842,Cobrançosa,2.29,50.45,20.84,0.05,21.4,38.8,0.63,11.9,16.98,325.38,0.35,3.2,1.34,0.14,0.0049,4.4,2.9,4.1,True
batch843,Arbequina,2.79,48.92,14.36,0.07,31.6,45.8,1.97,5.7,12.51,340.75,0.4,9.75,1.76,0.14,0.0051,2.6,3.6,3.9,True
batch844,Cobrançosa,2.64,51.57,18.12,0.05,24.9,43.0,2.95,12.4,17.42,300.43,0.34,6.15,1.59,0.13,0.0054,4.9,3.0,3.5,True
batch845,Picual,2.01,57.25,21.38,0.03,22.5,53.1,0.58,3.6,15.54,339.86,0.35,6.28,1.57,0.13,0.0061,4.5,4.0,4.3,True
batch846,Arbequina,3.14,56.77,14.21,0.43,20.3,39.9,1.18,7.9,8.65,321.85,0.88,3.12,1.36,0.18,0.0094,3.8,3.6,3.9,False
batch847,Galega,3.28,57.21,19.18,0.02,24.4,29.6,0.27,6.1,17.23,415.43,0.19,2.33,1.24,0.11,0.0059,5.1,4.7,5.1,True
batch848,Picual,3.2,55.71,21.38,0.21,29.8,36.9,0.66,3.1,17.77,440.41,0.55,5.98,1.6,0.17,0.0081,3.7,4.6,5.1,False
batch849,Arbequina,2.2,57.69,17.38,0.61,27.4,43.7,0.1,14.0,12.03,327.95,1.18,6.99,1.64,0.21,0.0078,4.6,3.3,4.2,False
batch850,Galega,3.98,51.15,18.42,0.27,30.7,44.6,2.87,9.0,15.28,293.5,0.7,9.94,1.75,0.16,0.0075,3.2,3.0,3.0,False
batch851,Galega,4.48,56.65,20.31,0.01,22.5,40.8,1.54,14.1,17.15,228.33,0.24,3.5,1.46,0.12,0.0052,4.8,2.2,2.6,True
batch852,Arbequina,3.78,53.77,19.85,0.03,30.6,47.8,1.27,4.3,17.47,313.65,0.31,10.99,1.83,0.13,0.0055,2.7,3.5,3.8,True
batch853,Arbequina,2.21,52.53,19.85,0.35,20.5,36.3,1.22,7.6,13.0,379.21,0.77,2.0,1.32,0.18,0.0091,4.6,4.1,4.7,False
batch854,Cobrançosa,2.68,50.89,15.96,0.12,29.0,50.5,0.41,8.2,13.93,312.89,0.48,10.23,1.8,0.17,0.0061,3.6,2.9,3.4,True
batch855,Cobrançosa,3.41,46.78,20.86,0.59,23.2,49.5,0.81,2.8,14.49,293.02,1.19,6.32,1.61,0.22,0.0094,4.5,2.8,3.4,False
batch856,Galega,2.95,50.72,19.96,0.4,20.9,47.0,0.21,11.5,13.41,261.54,0.9,5.17,1.49,0.21,0.007,4.3,2.5,3.0,False
batch857,Arbequina,4.35,53.05,18.27,0.01,29.3,26.8,1.63,10.7,16.6,363.2,0.18,4.89,1.47,0.12,0.0041,3.8,3.6,4.4,True
batch858,Arbequina,1.86,53.07,19.56,0.11,26.8,40.5,1.43,6.6,18.02,411.07,0.45,6.33,1.54,0.15,0.0054,4.7,4.2,4.8,True
batch859,Picual,3.11,52.19,16.61,0.45,28.2,25.7,0.53,0.4,11.97,511.71,0.88,3.21,1.42,0.18,0.007,4.2,5.1,5.8,False
batch860,Arbequina,4.11,53.59,21.01,0.03,24.1,47.8,1.0,2.0,18.88,298.6,0.31,6.49,1.55,0.15,0.0057,4.7,2.9,3.6,True
batch861,Arbequina,3.88,46.22,20.47,0.1,24.6,40.4,2.43,9.4,19.35,314.66,0.41,5.36,1.49,0.14,0.0055,4.7,3.0,4.1,True
batch862,Picual,2.37,57.73,16.95,0.14,30.9,43.3,2.18,1.8,13.7,431.08,0.5,8.18,1.71,0.15,0.0069,3.3,4.0,4.9,True
batch863,Picual,4.25,51.84,14.05,0.21,29.7,29.7,2.54,7.4,12.37,371.42,0.53,5.37,1.49,0.16,0.0066,4.1,3.8,4.0,False
batch864,Galega,2.33,51.41,19.37,0.52,25.1,32.2,1.96,14.1,14.62,388.33,1.02,3.43,1.35,0.21,0.0097,4.3,3.8,5.0,False
batch865,Arbequina,2.3,53.81,20.87,0.08,20.9,40.2,2.1,6.2,15.87,353.3,0.38,2.38,1.33,0.13,0.0069,4.6,3.4,4.3,True
batch866,Galega,2.53,56.26,17.75,0.21,26.5,49.9,2.04,9.5,14.49,287.28,0.62,8.51,1.73,0.17,0.007,4.9,3.3,3.7,False
batch867,Galega,2.24,54.34,19.04,0.02,22.9,26.7,0.28,4.1,15.51,474.43,0.24,2.0,1.34,0.13,0.0066,4.8,5.0,5.8,True
batch868,Arbequina,4.37,49.22,18.73,0.18,25.0,41.1,0.53,14.3,16.93,238.6,0.52,5.8,1.54,0.15,0.0071,4.7,2.7,2.8,True
batch869,Arbequina,1.93,50.42,16.83,0.04,27.6,49.4,2.48,5.2,16.12,352.6,0.34,8.27,1.75,0.13,0.0069,4.7,3.5,4.1,True
batch870,Cobrançosa,3.13,51.21,20.63,0.19,30.1,32.0,2.64,14.8,17.96,359.58,0.46,5.82,1.53,0.14,0.0064,3.1,3.5,4.6,True
batch871,Arbequina,2.97,51.26,19.99,0.51,22.1,29.3,1.59,10.1,13.64,373.8,0.99,2.0,1.33,0.19,0.0089,4.0,3.7,4.2,False
batch872,Cobrançosa,1.82,48.98,18.21,0.02,31.9,34.5,2.93,1.1,15.85,511.08,0.25,6.97,1.59,0.13,0.0047,2.5,5.0,6.2,True
batch873,Cobrançosa,2.37,56.13,14.42,0.32,24.6,50.5,1.74,12.6,10.96,288.5,0.83,7.01,1.56,0.2,0.0091,4.6,3.3,3.2,False
batch874,Cobrançosa,2.32,48.02,21.77,0.17,29.0,28.1,1.98,12.2,19.53,440.44,0.47,4.91,1.49,0.16,0.0084,4.1,4.4,5.0,True
batch875,Picual,2.84,48.93,15.01,0.08,29.2,50.6,1.25,13.8,13.11,270.61,0.42,10.34,1.84,0.13,0.0055,4.2,2.7,3.3,True
batch876,Cobrançosa,2.07,51.5,21.39,0.59,24.5,51.1,0.27,1.6,14.54,370.31,1.2,8.16,1.67,0.22,0.01,5.1,3.7,4.6,False
batch877,Picual,3.59,52.61,17.33,0.19,29.4,25.9,0.21,0.2,13.89,493.07,0.48,4.16,1.45,0.14,0.0065,4.0,5.1,5.9,True
batch878,Galega,1.85,57.37,17.03,0.31,31.5,39.8,2.91,9.1,12.13,405.96,0.73,7.31,1.7,0.17,0.0077,2.7,4.3,5.3,False
batch879,Arbequina,4.32,50.56,19.91,0.01,26.0,35.1,2.59,2.5,19.7,372.1,0.25,4.79,1.57,0.12,0.0046,4.9,3.4,4.6,True
batch880,Cobrançosa,4.08,50.36,18.71,0.31,27.4,33.8,2.36,10.4,16.29,342.49,0.69,5.87,1.51,0.18,0.0076,5.0,3.2,3.8,False
batch881,Picual,2.82,45.87,14.9,0.32,24.8,29.0,2.14,14.9,12.49,369.01,0.67,2.15,1.41,0.16,0.0067,5.0,3.6,4.4,False
batch882,Picual,4.26,55.54,14.04,0.22,23.2,41.9,2.67,12.9,11.46,255.43,0.61,5.51,1.54,0.16,0.0063,5.0,2.4,2.8,False
batch883,Cobrançosa,1.86,55.97,15.32,0.04,26.3,27.3,2.74,10.9,13.17,453.58,0.28,2.0,1.47,0.13,0.0061,4.8,4.1,5.6,True
batch884,Cobrançosa,1.93,50.8,20.9,0.29,26.9,36.3,1.11,13.3,18.2,356.36,0.67,5.31,1.54,0.17,0.0093,5.0,3.6,4.0,False
batch885,Galega,2.3,48.53,18.75,0.24,22.6,44.2,1.28,4.6,15.45,369.07,0.62,5.13,1.52,0.17,0.0075,5.1,3.7,4.4,False
batch886,Picual,2.51,48.44,19.29,0.34,22.2,43.4,1.56,8.9,14.93,324.39,0.76,4.77,1.44,0.18,0.0059,4.7,3.0,3.8,False
batch887,Galega,4.07,55.89,19.09,0.45,22.7,33.6,1.71,11.6,13.13,290.55,0.92,3.07,1.38,0.19,0.009,4.6,2.9,3.3,False
batch888,Picual,3.77,50.65,18.31,0.03,25.9,52.1,0.17,13.4,16.04,248.98,0.35,8.12,1.64,0.15,0.0068,4.8,2.6,3.2,True
batch889,Galega,2.26,57.65,21.74,0.32,22.7,37.4,1.19,8.4,15.93,390.43,0.71,2.69,1.29,0.18,0.0071,4.6,3.8,4.9,False
batch890,Picual,2.95,49.51,20.66,0.26,27.6,43.4,1.81,12.3,18.24,315.47,0.64,6.87,1.53,0.16,0.0073,4.6,3.0,3.8,False
batch891,Arbequina,2.07,53.85,16.06,0.08,29.7,35.6,1.12,10.6,14.19,431.44,0.35,6.92,1.53,0.13,0.0069,3.5,4.2,5.0,True
batch892,Arbequina,1.88,52.96,14.76,0.31,30.3,34.9,0.97,14.6,11.83,378.23,0.67,6.61,1.64,0.17,0.0074,3.7,4.1,4.2,False
batch893,Cobrançosa,3.0,55.07,16.88,0.07,26.9,29.2,2.97,0.3,15.56,504.64,0.32,3.17,1.5,0.14,0.0052,4.9,5.3,5.8,True
batch894,Cobrançosa,2.25,56.22,19.77,0.21,21.7,50.2,2.7,8.0,14.19,290.68,0.65,6.24,1.59,0.18,0.0084,4.1,2.7,4.0,False
batch895,Picual,3.58,51.84,14.28,0.35,20.1,41.4,1.12,10.8,8.98,278.07,0.8,2.67,1.37,0.18,0.0052,4.4,2.9,3.2,False
batch896,Cobrançosa,1.97,45.17,15.44,0.03,21.0,35.8,2.59,7.3,12.39,403.3,0.26,2.0,1.31,0.13,0.0053,4.4,3.9,4.6,True
batch897,Cobrançosa,2.27,51.03,19.28,0.37,25.3,43.8,2.51,0.4,15.86,439.89,0.8,6.36,1.56,0.19,0.0077,4.5,4.3,5.1,False
batch898,Arbequina,2.38,50.67,19.99,0.35,28.3,36.9,2.77,4.1,16.98,436.6,0.77,4.9,1.47,0.18,0.0082,4.1,4.2,4.9,False
batch899,Galega,3.65,54.44,19.58,0.34,23.5,50.3,2.43,0.0,14.12,301.82,0.81,6.83,1.58,0.17,0.0077,4.4,3.1,3.7,False
batch900,Cobrançosa,3.39,47.32,21.51,0.23,20.6,30.5,2.25,6.0,15.27,390.08,0.56,2.0,1.36,0.15,0.0069,4.4,4.3,4.8,False
batch901,Picual,3.82,55.68,17.88,0.05,20.2,42.1,1.54,2.9,12.82,328.52,0.34,3.24,1.48,0.13,0.0058,4.3,3.3,4.2,True
batch902,Picual,1.94,51.22,16.76,0.55,26.5,44.9,2.08,8.4,12.86,378.6,1.1,5.84,1.57,0.23,0.0087,4.8,3.9,4.8,False
batch903,Arbequina,2.08,56.94,20.04,0.14,23.8,31.9,1.42,5.3,16.56,464.04,0.37,2.0,1.36,0.14,0.0052,4.4,4.7,5.3,True
batch904,Cobrançosa,3.57,54.89,18.71,0.32,26.0,48.3,0.65,11.9,14.83,255.82,0.77,7.74,1.56,0.16,0.0081,5.2,2.4,2.9,False
batch905,Galega,3.74,51.88,14.1,0.45,24.2,25.3,2.77,2.7,9.68,446.88,0.87,2.0,1.39,0.18,0.0089,4.9,4.8,5.3,False
batch906,Arbequina,3.9,46.69,16.93,0.16,28.6,51.7,2.91,4.0,14.27,302.04,0.56,9.21,1.7,0.17,0.0066,4.0,2.8,3.7,True
batch907,Arbequina,1.94,48.55,19.75,0.03,26.2,42.5,0.42,10.5,19.33,358.93,0.3,6.76,1.66,0.12,0.005,4.7,3.8,4.4,True
batch908,Cobrançosa,1.83,50.11,15.65,0.71,21.6,46.0,0.41,8.8,9.55,333.34,1.34,5.0,1.51,0.23,0.0086,4.4,3.4,4.1,False
batch909,Galega,3.43,57.69,17.44,0.25,25.9,29.5,1.94,10.3,14.22,361.17,0.58,3.74,1.45,0.16,0.0068,4.6,3.5,4.6,False
batch910,Picual,2.44,54.85,21.6,0.22,20.9,49.4,0.59,4.4,14.86,321.88,0.63,5.38,1.55,0.16,0.0091,4.2,3.0,4.0,False
batch911,Picual,4.34,57.97,14.12,0.52,21.6,36.6,2.22,6.7,8.83,299.84,0.99,2.5,1.32,0.2,0.0079,4.5,3.2,3.8,False
batch912,Galega,2.02,47.08,18.34,0.12,28.0,44.2,1.61,0.9,17.36,450.14,0.47,7.1,1.59,0.14,0.0073,4.2,4.7,5.4,True
batch913,Picual,2.55,56.37,18.66,0.02,23.5,33.8,2.18,4.6,16.14,439.16,0.22,2.41,1.33,0.12,0.0054,4.6,4.2,5.5,True
batch914,Arbequina,2.66,54.76,15.21,0.28,22.1,31.9,0.3,5.6,11.58,415.75,0.62,2.0,1.37,0.17,0.0091,4.4,4.3,5.2,False
batch915,Picual,3.79,54.33,21.59,0.39,27.5,45.1,0.6,5.5,17.64,321.27,0.83,8.11,1.67,0.19,0.0092,4.7,3.0,3.8,False
batch916,Cobrançosa,3.03,48.79,16.19,0.03,24.8,53.6,2.58,5.3,13.08,270.6,0.35,7.89,1.67,0.13,0.0066,4.3,2.6,3.2,True
batch917,Picual,2.07,45.06,14.14,0.9,26.1,30.2,1.98,14.6,9.01,401.4,1.52,2.83,1.38,0.25,0.0105,4.8,4.3,4.9,False
batch918,Cobrançosa,2.58,52.55,19.25,0.42,28.7,52.6,2.62,12.6,13.62,275.37,0.94,10.44,1.77,0.2,0.0092,3.8,3.1,3.5,False
batch919,Picual,4.33,51.5,17.87,0.01,31.1,29.4,1.56,2.5,16.01,428.6,0.21,5.83,1.52,0.13,0.0044,2.7,4.4,5.2,True
batch920,Cobrançosa,2.98,50.18,16.48,0.41,31.3,30.0,1.59,3.7,12.61,462.96,0.85,5.5,1.51,0.17,0.008,3.2,5.0,5.4,False
batch921,Galega,2.56,56.92,19.59,0.0,30.4,30.0,0.23,14.6,17.48,382.33,0.25,5.45,1.53,0.11,0.0047,3.0,3.8,4.7,True
batch922,Cobrançosa,4.35,48.59,19.62,0.01,31.5,35.7,2.03,3.8,17.82,374.14,0.26,7.1,1.51,0.12,0.0061,3.0,3.7,4.2,True
batch923,Arbequina,4.19,46.93,17.28,0.5,28.6,29.0,0.0,9.5,13.82,361.2,0.95,5.64,1.52,0.2,0.0082,4.1,4.1,4.3,False
batch924,Galega,3.93,50.85,21.42,0.34,28.9,33.6,0.66,12.7,17.93,321.23,0.74,5.8,1.56,0.18,0.0065,3.9,3.1,3.9,False
batch925,Cobrançosa,4.24,55.88,20.79,0.88,28.0,27.9,1.71,7.6,12.26,379.32,1.5,3.68,1.45,0.26,0.0103,4.6,3.6,4.4,False
batch926,Arbequina,4.06,52.84,16.96,0.66,21.0,47.5,2.68,4.5,9.92,258.65,1.29,5.7,1.56,0.24,0.0104,4.3,2.7,3.4,False
batch927,Cobrançosa,2.38,46.01,15.53,0.01,31.0,26.8,1.82,6.7,13.4,488.38,0.25,4.37,1.44,0.12,0.0065,2.8,5.0,5.5,True
batch928,Picual,2.77,50.49,20.46,0.0,28.2,27.3,2.51,0.9,19.35,541.18,0.2,4.03,1.45,0.11,0.0044,4.4,5.3,6.2,True
batch929,Arbequina,3.98,53.22,20.55,0.29,31.5,52.8,2.55,1.9,13.96,269.97,0.75,11.19,1.83,0.18,0.0089,2.8,2.7,3.4,False
batch930,Picual,2.61,56.51,16.1,0.24,23.9,45.8,2.63,7.3,12.99,350.21,0.61,5.84,1.56,0.14,0.0065,4.9,3.5,4.3,False
batch931,Arbequina,4.13,47.6,15.79,0.55,32.0,26.5,1.77,11.3,10.09,337.14,1.0,6.0,1.56,0.2,0.0078,2.5,3.5,3.9,False
batch932,Cobrançosa,2.66,53.21,19.28,0.27,24.3,49.4,2.99,13.8,15.53,266.66,0.69,7.23,1.49,0.17,0.0064,4.7,2.6,3.6,False
batch933,Arbequina,1.98,53.98,21.93,0.49,30.3,50.5,2.76,5.9,15.2,367.06,1.03,10.0,1.7,0.21,0.0095,3.2,3.4,4.2,False
batch934,Galega,2.49,52.81,19.22,0.46,23.6,43.7,1.35,5.3,14.21,364.91,0.95,4.65,1.5,0.18,0.0074,4.5,4.0,4.4,False
batch935,Picual,2.6,51.61,16.22,0.05,22.9,51.4,0.59,12.7,12.92,254.18,0.36,6.93,1.57,0.15,0.0061,4.8,2.6,3.1,True
batch936,Picual,2.47,45.94,20.04,0.05,31.6,45.7,0.96,11.4,17.7,306.65,0.36,9.45,1.8,0.13,0.0063,2.4,2.9,3.4,True
batch937,Arbequina,1.82,56.96,17.57,0.47,20.7,52.8,2.96,8.5,9.12,279.38,1.04,5.83,1.51,0.2,0.0092,4.2,2.8,3.7,False
batch938,Cobrançosa,4.47,57.41,21.09,0.23,21.0,38.7,1.35,9.8,14.75,272.17,0.58,3.26,1.38,0.15,0.0088,4.8,2.9,3.2,False
batch939,Cobrançosa,2.68,53.81,19.08,0.19,24.7,37.9,0.13,13.5,16.43,324.6,0.49,4.4,1.48,0.14,0.0056,4.5,3.3,3.7,True
batch940,Cobrançosa,2.81,52.68,20.61,0.03,22.7,39.6,2.33,11.3,17.88,322.76,0.3,3.47,1.38,0.15,0.0066,4.7,3.2,3.8,True
batch941,Picual,2.45,55.31,17.13,0.1,27.3,41.5,2.0,12.8,15.28,345.06,0.39,7.23,1.61,0.16,0.0063,4.7,3.4,3.8,True
batch942,Cobrançosa,3.19,49.7,21.77,0.5,31.9,51.9,0.54,14.4,13.81,218.64,1.07,10.96,1.84,0.2,0.0086,2.6,1.9,2.4,False
batch943,Cobrançosa,3.85,48.24,21.56,0.06,21.9,34.1,1.12,3.0,18.05,372.86,0.31,3.29,1.46,0.13,0.0062,4.5,3.6,4.3,True
batch944,Arbequina,2.12,52.06,18.74,0.11,23.4,44.1,1.52,5.7,15.94,370.02,0.45,4.75,1.42,0.14,0.0059,4.4,3.4,4.3,True
batch945,Picual,3.85,51.8,15.96,0.15,25.8,52.8,2.77,13.7,13.07,235.17,0.49,9.24,1.75,0.16,0.0073,5.0,1.9,2.8,True
batch946,Picual,4.39,45.96,16.27,0.01,21.7,33.5,2.46,11.0,13.71,266.05,0.22,3.46,1.47,0.15,0.0058,4.4,2.9,3.5,True
batch947,Picual,1.9,51.9,16.6,0.04,26.8,47.2,2.07,9.9,15.85,354.91,0.35,7.27,1.65,0.14,0.0055,5.0,3.4,4.6,True
batch948,Arbequina,4.19,57.61,17.99,0.75,26.3,27.1,0.22,14.9,11.47,299.67,1.31,3.18,1.45,0.23,0.0111,4.8,3.0,3.5,False
batch949,Galega,3.8,57.2,14.21,0.61,22.5,31.2,2.56,10.4,8.89,332.02,1.13,2.51,1.45,0.2,0.0092,4.6,3.3,4.0,False
batch950,Arbequina,1.93,57.47,19.74,0.23,22.3,32.9,1.68,8.8,14.26,423.58,0.56,2.01,1.38,0.15,0.0065,4.6,4.4,5.3,False
batch951,Arbequina,2.05,56.49,21.1,0.72,30.6,47.4,2.99,0.1,12.78,433.23,1.34,9.61,1.72,0.25,0.0116,3.1,4.4,5.4,False
batch952,Galega,3.7,51.06,14.47,0.13,31.5,48.0,0.97,1.7,12.21,330.28,0.46,10.27,1.71,0.13,0.0059,2.8,3.3,3.6,True
batch953,Arbequina,3.64,51.22,15.5,0.39,23.9,51.1,0.46,13.3,11.78,232.52,0.89,7.91,1.64,0.19,0.0078,4.7,2.3,3.0,False
batch954,Arbequina,2.65,52.87,15.59,0.67,28.1,41.2,2.49,4.7,11.35,408.48,1.28,6.92,1.56,0.22,0.0104,4.5,4.6,5.1,False
batch955,Galega,4.24,49.07,16.05,0.07,26.1,30.4,2.02,2.8,15.33,396.53,0.34,3.47,1.42,0.13,0.0059,4.3,4.3,4.6,True
batch956,Cobrançosa,3.84,53.02,18.2,0.02,25.2,49.1,0.27,7.3,16.74,289.62,0.31,7.7,1.58,0.1,0.0056,5.0,2.8,3.5,True
batch957,Arbequina,4.29,52.17,17.16,0.18,26.0,35.5,1.77,1.8,15.71,378.63,0.51,4.45,1.54,0.15,0.0084,4.9,3.9,4.7,True
batch958,Arbequina,1.83,50.51,15.91,0.51,27.0,50.6,1.0,12.1,12.23,309.21,1.11,8.56,1.62,0.19,0.0099,5.0,3.4,3.7,False
batch959,Picual,3.14,50.69,19.32,0.14,25.5,37.2,2.78,4.3,17.9,400.45,0.45,4.05,1.5,0.15,0.0072,4.7,4.0,4.8,True
batch960,Cobrançosa,3.25,50.92,17.81,0.1,26.0,46.5,1.51,10.8,16.95,297.53,0.44,7.68,1.72,0.14,0.0059,4.8,3.2,3.7,True
batch961,Cobrançosa,4.43,50.1,19.69,0.14,27.7,48.1,0.23,4.6,18.51,294.31,0.51,8.37,1.62,0.15,0.0063,4.7,3.1,3.6,True
batch962,Cobrançosa,3.57,54.95,14.44,0.5,27.8,44.2,2.57,10.8,10.5,310.13,1.03,7.12,1.6,0.21,0.0085,4.4,2.9,3.6,False
batch963,Arbequina,4.03,55.96,15.06,0.51,23.0,30.8,1.52,8.7,10.29,358.33,0.96,2.24,1.3,0.2,0.0107,4.5,3.8,4.5,False
batch964,Galega,3.8,47.33,15.33,0.66,24.2,34.5,1.91,2.1,10.78,405.68,1.25,2.95,1.42,0.24,0.0095,4.4,3.8,4.8,False
batch965,Arbequina,3.98,52.81,15.13,0.05,21.5,32.8,0.02,2.2,12.49,380.12,0.27,2.0,1.24,0.11,0.0044,4.4,4.2,4.3,True
batch966,Cobrançosa,3.09,50.95,21.85,0.38,24.2,41.9,0.15,3.2,17.98,382.98,0.86,4.97,1.5,0.19,0.0077,4.5,3.6,4.7,False
batch967,Cobrançosa,3.17,53.95,16.13,0.73,29.8,27.4,0.94,3.2,10.17,494.86,1.31,4.43,1.48,0.25,0.0107,3.5,4.9,6.1,False
batch968,Galega,1.85,57.85,15.1,0.07,20.1,49.0,0.54,2.4,10.0,334.37,0.41,4.99,1.45,0.15,0.0044,4.2,3.1,4.2,True
batch969,Cobrançosa,2.82,45.26,16.05,0.45,27.2,50.1,0.0,2.5,12.49,354.78,0.97,8.16,1.6,0.2,0.0098,5.1,3.3,4.1,False
batch970,Cobrançosa,3.13,55.26,17.53,0.2,27.1,42.1,1.83,11.1,15.14,322.13,0.55,6.6,1.62,0.16,0.0066,4.6,3.2,4.3,True
batch971,Arbequina,4.2,46.38,17.97,0.63,25.3,49.3,1.24,2.8,12.77,297.54,1.22,7.47,1.58,0.22,0.0088,4.9,2.9,3.6,False
batch972,Picual,2.25,50.21,17.86,0.34,26.7,31.0,2.02,10.5,15.47,443.97,0.7,4.07,1.44,0.17,0.0063,5.0,4.2,5.4,False
batch973,Arbequina,3.38,55.15,15.01,0.62,26.6,26.3,1.11,1.8,9.74,471.91,1.12,2.78,1.44,0.2,0.009,5.0,4.6,5.5,False
batch974,Cobrançosa,1.84,52.71,19.15,0.17,25.3,35.8,0.31,13.8,17.29,372.06,0.48,4.83,1.53,0.15,0.006,4.8,3.8,4.5,True
batch975,Arbequina,4.34,50.41,17.64,0.19,25.6,29.5,1.37,10.3,16.11,348.68,0.49,3.26,1.4,0.15,0.0075,5.4,3.7,4.2,True
batch976,Arbequina,2.16,50.58,21.97,0.04,28.4,45.2,1.64,6.1,21.16,393.16,0.31,7.01,1.62,0.13,0.0055,4.1,3.9,4.6,True
batch977,Picual,3.11,52.88,17.0,0.31,26.5,41.4,0.2,0.7,14.37,404.02,0.74,5.97,1.54,0.16,0.0083,5.2,4.4,5.0,False
batch978,Arbequina,1.91,55.92,19.15,0.12,23.2,39.2,1.87,2.9,15.88,446.48,0.42,3.39,1.4,0.14,0.0042,4.4,4.5,5.1,True
batch979,Arbequina,4.18,57.36,15.89,0.06,24.2,36.3,1.36,6.5,13.58,331.14,0.33,3.38,1.44,0.1,0.0048,4.6,3.3,4.1,True
batch980,Galega,2.6,46.36,14.37,0.33,21.6,28.9,2.95,1.4,10.59,474.55,0.68,2.0,1.38,0.18,0.007,4.5,4.6,5.6,False
batch981,Galega,2.22,52.84,15.72,0.12,30.0,39.5,0.55,14.9,13.75,360.12,0.44,7.99,1.7,0.14,0.0059,3.6,3.8,4.1,True
